alpha_state_code,numeric_state_code,county_number,county_name,resident_code,region,district,resident_office,
NE,26,77,GREELEY,,17,5,,
NE,26,79,HALL,,17,5,,
NE,26,81,HAMILTON,,17,5,,
NE,26,83,HARLAN,,17,5,,
NE,26,85,HAYES,,17,5,,
NE,26,87,HITCHCOCK,,17,5,,
NE,26,89,HOLT,,17,5,,
NE,26,91,HOOKER,,17,5,,
NE,26,93,HOWARD,,17,5,,
NE,26,95,JEFFERSON,,17,5,,
NE,26,97,JOHNSON,,17,5,,
NE,26,99,KEARNEY,,17,5,,
NE,26,101,KEITH,,17,5,,
NE,26,103,KEYAPAHA,,17,5,,
NE,26,105,KIMBALL,,17,5,,
NE,26,107,KNOX,,17,5,,
NE,26,109,LANCASTER,,17,5,,
NE,26,111,LINCOLN,,17,5,,
NE,26,113,LOGAN,,17,5,,
NE,26,115,LOUP,,17,5,,
NE,26,117,MCPHERSON,,17,5,,
NE,26,119,MADISON,,17,5,,
NE,26,121,MERRICK,,17,5,,
NE,26,123,MORRILL,,17,5,,
NE,26,125,NANCE,,17,5,,
NE,26,127,NEMAHA,,17,5,,
NE,26,129,NUCKOLLS,,17,5,,
NE,26,131,OTOE,,17,5,,
NE,26,133,PAWNEE,,17,5,,
NE,26,135,PERKINS,,17,5,,
NE,26,137,PHELPS,,17,5,,
NE,26,139,PIERCE,,17,5,,
NE,26,141,PLATTE,,17,5,,
NE,26,143,POLK,,17,5,,
NE,26,145,RED WILLOW,,17,5,,
NE,26,147,RICHARDSON,,17,5,,
NE,26,149,ROCK,,17,5,,
NE,26,151,SALINE,,17,5,,
NE,26,153,SARPY,,17,5,,
NE,26,155,SAUNDERS,,17,5,,
NE,26,157,SCOTTS BLUFF,,17,5,,
NE,26,159,SEWARD,,17,5,,
NE,26,161,SHERIDAN,,17,5,,
NE,26,163,SHERMAN,,17,5,,
NE,26,165,SIOUX,,17,5,,
NE,26,167,STANTON,,17,5,,
NE,26,169,THAYER,,17,5,,
NE,26,171,THOMAS,,17,5,,
NE,26,173,THURSTON,,17,5,,
NE,26,175,VALLEY,,17,5,,
NE,26,177,WASHINGTON,,17,5,,
NE,26,179,WAYNE,,17,5,,
NE,26,181,WEBSTER,,17,5,,
NE,26,183,WHEELER,,17,5,,
NE,26,185,YORK,,17,5,,
NV,27,1,CHURCHILL,,32,6,,
NV,27,3,CLARK,L,31,6,LAS VEGAS,
NV,27,5,DOUGLAS,,32,6,,
NV,27,7,ELKO,,32,6,,
NV,27,9,ESMERAL,,32,6,,
NV,27,11,EUREKA,,32,6,,
NV,27,13,HUMBOLDT,,32,6,,
NV,27,15,LANDER,,32,6,,
NV,27,17,LINCOLN,L,31,6,LAS VEGAS,
NV,27,19,LYON,,32,6,,
NV,27,21,MINERAL,,32,6,,
NV,27,23,NYE,,31,6,,
NV,27,27,PERSHING,,32,6,,
NV,27,29,STOREY,,32,6,,
NV,27,31,WASHOE,,32,6,,
NV,27,33,WHITE PINE,,32,6,,
NV,27,510,CARSON CITY,,32,6,,
NH,28,1,BELKNAP,,1,1,,
NH,28,3,CARROLL,,1,1,,
NH,28,5,CHESHIRE,,1,1,,
NH,28,7,COOS,,1,1,,
NH,28,9,GRAFTON,,1,1,,
NH,28,11,HILLSBOUGH,,1,1,,
NH,28,13,MERRTMACK,,1,1,,
NH,28,15,ROCKINGHAM,,1,1,,
NH,28,17,STRAFFORD,,1,1,,
NH,28,19,SULLIVAN,,1,1,,
NJ,29,1,ATLANTIC,,4,1,,
NJ,29,3,BERGEN,,22,1,,
NJ,29,5,BURLINGTON,,4,1,,
NJ,29,7,CAMDEN,,4,1,,
NJ,29,9,CAPE MAY,,4,1,,
NJ,29,11,CUMBERLAND,,4,1,,
NJ,29,13,ESSEX,,22,1,,
NJ,29,15,GLOUCESTER,,4,1,,
NJ,29,17,HUDSON,,22,1,,
NJ,29,19,HUNTERDON,,22,1,,
NJ,29,21,MERCER,,22,1,,
NJ,29,23,MIDDLESEX,,22,1,,
NJ,29,25,MONMOUTH,,22,1,,
NJ,29,27,MORRIS,,22,1,,
NJ,29,29,OCEAN,,4,1,,
NJ,29,31,PASSAIC,,22,1,,
NJ,29,33,SALEM,,4,1,,
NJ,29,35,SOMERSET,,22,1,,
NJ,29,37,SUSSEX,,22,1,,
NJ,29,39,UNION,,22,1,,
NJ,29,41,WARREN,,22,1,,
NM,30,1,BERNAILLO,A,28,5,ALBUQUERQUE,
NM,30,3,CATRON,A,28,5,ALBUQUERQUE,
NM,30,5,CHAVES,A,28,5,ALBUQUERQUE,
NM,30,7,COLFAX,A,28,5,ALBUQUERQUE,
NM,30,9,CURRY,A,28,5,ALBUQUERQUE,
NM,30,11,DEBACA,A,28,5,ALBUQUERQUE,
NM,30,13,DONA ANA,E,28,5,EL PASO,
NM,30,15,EDDY,E,28,5,EL PASO,
NM,30,17,GRANT,E,28,5,EL PASO,
NM,30,19,GUADELUPE,A,28,5,ALBUQUERQUE,
NM,30,21,HARDING,A,28,5,ALBUQUERQUE,
NM,30,23,HIDALGO,E,28,5,EL PASO,
NM,30,25,LEA,E,28,5,EL PASO,
NM,30,27,LINCOLN,A,28,5,ALBUQUERQUE,
NM,30,28,LOS ALAMOS,A,28,5,ALBUQUERQUE,
NM,30,29,LUNA,E,28,5,EL PASO,
NM,30,31,MCKINLEY,A,28,5,ALBUQUERQUE,
NM,30,33,MORA,A,28,5,ALBUQUERQUE,
NM,30,35,OTERO,E,28,5,EL PASO,
NM,30,37,QUAY,A,28,5,ALBUQUERQUE,
NM,30,39,RIOARRlBA,A,28,5,ALBUQUERQUE,
NM,30,41,ROOSEVELT,A,28,5,ALBUQUERQUE,
NM,30,43,SANDOVAL,A,28,5,ALBUQUERQUE,
NM,30,45,SANJUAN,A,28,5,ALBUQUERQUE,
NM,30,47,SANMIGUEL,A,28,5,ALBUQUERQUE,
NM,30,49,SANTA FE,A,28,5,ALBUQUERQUE,
NM,30,51,SIERRA,E,28,5,EL PASO,
NM,30,53,SOCORRO,A,28,5,ALBUQUERQUE,
NM,30,55,TAOS,A,28,5,ALBUQUERQUE,
NM,30,57,TORRANCE,A,28,5,ALBUQUERQUE,
NM,30,59,UNION,A,28,5,ALBUQUERQUE,
NM,30,61,VALENCIA,A,28,5,ALBUQUERQUE,
NY,31,1,ALBANY,A,3,2,ALBANY,
NY,31,3,ALLEGANY,,3,2,,
NY,31,5,BRONX,,2,1,,
NY,31,7,BROOME,,3,2,,
NY,31,9,CATIARAUGUS,,3,2,,
NY,31,11,CAYUGA,,3,2,,
NY,31,13,CHAUTAUQUA,,3,2,,
NY,31,15,CHEMUNG,,3,2,,
NY,31,17,CHENANGO,,3,2,,
NY,31,19,CLINTON,A,3,2,ALBANY,
NY,31,21,COLUMBIA,A,3,2,ALBANY,
NY,31,23,CORTLAND,,3,2,,
NY,31,25,DELAWARE,A,3,2,ALBANY,
NY,31,27,DUTCHESS,A,3,2,ALBANY,
NY,31,29,ERIE,,3,2,,
NY,31,31,ESSEX,A,3,2,ALBANY,
NY,31,33,FRANKLIN,,3,2,,
NY,31,35,FULTON,A,3,2,ALBANY,
NY,31,37,GENESEE,,3,2,,
NY,31,39,GREENE,A,3,2,ALBANY,
NY,31,41,HAMILTON,A,3,2,ALBANY,
NY,31,43,HERKlMER,,3,2,,
NY,31,45,JEFFERSON,,3,2,,
NY,31,47,KINGS,,29,1,,
NY,31,49,LEWIS,,3,2,,
NY,31,51,LIVINGSTON,,3,2,,
NY,31,53,MADISON,,3,2,,
NY,31,55,MONROE,,3,2,,
NY,31,57,MONTGOMERY,A,3,2,ALBANY,
NY,31,59,NASSUA,,29,1,,
NY,31,61,NEW YORK,,2,1,,
NY,31,63,NIAGARA,,3,2,,
NY,31,65,ONEIDA,,3,2,,
NY,31,67,ONONDAGA,,3,2,,
NY,31,69,ONTARIO,,3,2,,
NY,31,71,ORANGE,,2,1,,
NY,31,73,ORLEANS,,3,2,,
NY,31,75,OSWEGO,,3,2,,
NY,31,77,OTSEGO,,3,2,,
NY,31,79,PUTNAM,,2,1,,
NY,31,81,QUEENS,,29,1,,
NY,31,83,RENSSELAER,A,3,2,ALBANY,
NY,31,85,RICHMOND,,29,1,,
NY,31,87,ROCKLAND,,2,1,,
NY,31,89,ST LAWRENCE,,3,2,,
NY,31,91,SARATOGA,A,3,2,ALBANY,
NY,31,93,SCHNECTADY,A,3,2,ALBANY,
NY,31,95,SCHOHARIE,A,3,2,ALBANY,
NY,31,97,SCHUYLER,,3,2,,
NY,31,99,SENECA,,3,2,,
NY,31,101,STEUBEN,,3,2,,
NY,31,103,SUFFOLK,,29,1,,
NY,31,105,SULLIVAN,A,3,2,ALBANY,
NY,31,107,TIOGA,,3,2,,
NY,31,109,TOMPKIN,,3,2,,
NY,31,111,ULSTER,A,3,2,ALBANY,
NY,31,113,WARREN,A,3,2,ALBANY,
NY,31,115,WASHINGTON,A,3,2,ALBANY,
NY,31,117,WAYNE,,3,2,,
NY,31,119,WESTCHESTER,,2,1,,
NY,31,121,WYOMING,,3,2,,
NY,31,123,YATES,,3,2,,
NC,32,1,ALAMANCE,,11,4,,
NC,32,3,ALEXANDER,,11,4,,
NC,32,5,ALLEGHANY,,11,4,,
NC,32,7,ANSON,,11,4,,
NC,32,9,ASH,,11,4,,
NC,32,11,AVERY,,11,4,,
NC,32,13,BEAUFORT,,11,4,,
NC,32,15,BERTIE,,11,4,,
NC,32,17,BLADEN,,11,4,,
NC,32,19,BRUNSWICK,,11,4,,
NC,32,21,BUNCOMBE,,11,4,,
NC,32,23,BURKE,,11,4,,
NC,32,25,CABARRUS,,11,4,,
NC,32,27,CALDWELL,,11,4,,
NC,32,29,CAMDEN,,11,4,,
NC,32,31,CARTERET,,11,4,,
NC,32,33,CASWELL,,11,4,,
NC,32,35,CATAWBA,,11,4,,
NC,32,37,CHATHAM,,11,4,,
NC,32,39,CHEROKEE,,11,4,,
NC,32,41,CHOWAN,,11,4,,
NC,32,43,CLAY,,11,4,,
NC,32,45,CLEVELAND,,11,4,,
NC,32,47,COLUMBUS,,11,4,,
NC,32,49,CRAVEN,,11,4,,
NC,32,51,CUMBERLAND,,11,4,,
NC,32,53,CURRITUCK,,11,4,,
NC,32,55,DARE,,11,4,,
NC,32,57,DAVIDSON,,11,4,,
NC,32,59,DAVIE,,11,4,,
NC,32,61,DUPLIN,,11,4,,
NC,32,63,DURHAM,,11,4,,
NC,32,65,EDGECOMBE,,11,4,,
NC,32,67,FORSYTH,,11,4,,
NC,32,69,FRANKLIN,,11,4,,
NC,32,71,GASTON,,11,4,,
NC,32,73,GATES,,11,4,,
NC,32,75,GRAHAM,,11,4,,
NC,32,77,GRANVILLE,,11,4,,
NC,32,79,GREENE,,11,4,,
NC,32,81,GUILFORD,,11,4,,
NC,32,83,HALIFAX,,11,4,,
NC,32,85,HARNETT,,11,4,,
NC,32,87,HAYWOOD,,11,4,,
NC,32,89,HENDERSON,,11,4,,
NC,32,91,HERTFORD,,11,4,,
NC,32,93,HOKE,,11,4,,
NC,32,95,HYDE,,11,4,,
NC,32,97,IREDELL,,11,4,,
NC,32,99,JACKSON,,11,4,,
NC,32,101,JOHNSTON,,11,4,,
NC,32,103,JONES,,11,4,,
NC,32,105,LEE,,11,4,,
NC,32,107,LENOIR,,11,4,,
NC,32,109,LINCOLN,,11,4,,
NC,32,111,MCDOWELL,,11,4,,
NC,32,113,MACON,,11,4,,
NC,32,115,MADISON,,11,4,,
NC,32,117,MARTIN,,11,4,,
NC,32,119,MECKLENBURG,,11,4,,
NC,32,121,MITCHELL,,11,4,,
NC,32,123,MONTGOMERY,,11,4,,
NC,32,125,MOORE,,11,4,,
NC,32,127,NASH,,11,4,,
NC,32,129,NEW HANOVER,,11,4,,
NC,32,131,NORTHAMPTON,,11,4,,
NC,32,133,ONSLOW,,11,4,,
NC,32,135,ORANGE,,11,4,,
NC,32,137,PAMLICO,,11,4,,
NC,32,139,PASQUOTANK,,11,4,,
NC,32,141,PENDER,,11,4,,
NC,32,143,PERQUIMANS,,11,4,,
NC,32,145,PERSON,,11,4,,
NC,32,147,PITT,,11,4,,
NC,32,149,POLK,,11,4,,
NC,32,151,RANDOLPH,,11,4,,
NC,32,153,RICHMOND,,11,4,,
NC,32,155,ROBESON,,11,4,,
NC,32,157,ROCKINGHAM,,11,4,,
NC,32,159,ROWAN,,11,4,,
NC,32,161,RUTHERFORD,,11,4,,
NC,32,163,SAMPSON,,11,4,,
NC,32,165,SCOTLAND,,11,4,,
NC,32,167,STANLEY,,11,4,,
NC,32,169,STOKES,,11,4,,
NC,32,171,SURRY,,11,4,,
NC,32,173,SWAIN,,11,4,,
NC,32,175,TRANSYLVANIA,,11,4,,
NC,32,177,TYRRELL,,11,4,,
NC,32,179,UNION,,11,4,,
NC,32,181,VANCE,,11,4,,
NC,32,183,WAKE,,11,4,,
NC,32,185,WARREN,,11,4,,
NC,32,187,WASHINGTON,,11,4,,
NC,32,189,WATAUGA,,11,4,,
NC,32,191,WAYNE,,11,4,,
NC,32,193,WILKES,,11,4,,
NC,32,195,WILSON,,11,4,,
NC,32,197,YADKIN,,11,4,,
NC,32,199,YANCEY,,11,4,,
ND,33,1,ADAMS,,18,5,,
ND,33,3,BARNES,,18,5,,
ND,33,5,BENSON,,18,5,,
ND,33,7,BILLINGS,,18,5,,
ND,33,9,B01TINEAU,,18,5,,
ND,33,11,BOWMAN,,18,5,,
ND,33,13,BURKE,,18,5,,
ND,33,15,BURLEIGH,,18,5,,
ND,33,17,CASS,,18,5,,
ND,33,19,CAVALIER,,18,5,,
ND,33,21,DICKEY,,18,5,,
ND,33,23,DIVIDE,,18,5,,
ND,33,25,DUNN,,18,5,,
ND,33,27,EDDY,,18,5,,
ND,33,29,EMMONS,,18,5,,
ND,33,31,FORSTER,,18,5,,
ND,33,33,GOLDEN VALLEY,,18,5,,
ND,33,35,GRAND FORKS,,18,5,,
ND,33,37,GRANT,,18,5,,
ND,33,39,GRIGGS,,18,5,,
ND,33,41,HETTINGER,,18,5,,
ND,33,43,KIDDER,,18,5,,
ND,33,45,LA MOURE,,18,5,,
ND,33,47,LOGAN,,18,5,,
ND,33,49,MCHENRY,,18,5,,
ND,33,51,MCINTOSH,,18,5,,
ND,33,53,MCKENZIE,,18,5,,
ND,33,55,MCLEAN,,18,5,,
ND,33,57,MERCER,,18,5,,
ND,33,59,MORTON,,18,5,,
ND,33,61,MOUNTRAIL,,18,5,,
ND,33,63,NELSON,,18,5,,
ND,33,65,OLIVER,,18,5,,
ND,33,67,PEMBINA,,18,5,,
ND,33,69,PIERCE,,18,5,,
ND,33,71,RAMSEY,,18,5,,
ND,33,73,RANSOM,,18,5,,
ND,33,75,RENVILLE,,18,5,,
ND,33,77,RICHLAND,,18,5,,
ND,33,79,ROLETTE,,18,5,,
ND,33,81,SARGENT,,18,5,,
ND,33,83,SHERIDAN,,18,5,,
ND,33,85,SIOUX,,18,5,,
ND,33,87,SLOPE,,18,5,,
ND,33,89,STARK,,18,5,,
ND,33,91,STEELE,,18,5,,
ND,33,93,STUTSMAN,,18,5,,
ND,33,95,TWONER,,18,5,,
ND,33,97,TRAILL,,18,5,,
ND,33,99,WALSH,,18,5,,
ND,33,101,WARD,,18,5,,
ND,33,103,WELLS,,18,5,,
ND,33,105,WILLIAMS,,18,5,,
OH,34,1,ADAMS,,9,2,,
OH,34,3,ALLEN,,8,2,,
OH,34,5,ASHLAND,,8,2,,
OH,34,7,ASHTABULA,,8,2,,
OH,34,9,ATHENS,,9,2,,
OH,34,11,AUGLAIZE,,8,2,,
OH,34,13,BELMONT,,8,2,,
OH,34,15,BROWN,,9,2,,
OH,34,17,BUTLER,,9,2,,
OH,34,19,CARROLL,,8,2,,
OH,34,21,CHAMPAIGN,,8,2,,
OH,34,23,CLARK,,9,2,,
OH,34,25,CLERMONT,,9,2,,
OH,34,27,CLINTON,,9,2,,
OH,34,29,COLUMBIANA,,8,2,,
OH,34,31,COSHOCTON,,8,2,,
OH,34,33,CRAWFORD,,8,2,,
OH,34,35,CUYAHOGA,,8,2,,
OH,34,37,DARKE,,8,2,,
OH,34,39,DEFIANCE,,8,2,,
OH,34,41,DELAWARE,,8,2,,
OH,34,43,ERIE,,8,2,,
OH,34,45,FAIRFIELD,,9,2,,
OH,34,47,FAYETTE,,9,2,,
OH,34,49,FRANKLIN,,9,2,,
OH,34,51,FULTON,,8,2,,
OH,34,53,GALLIA,,9,2,,
OH,34,55,GEAUGA,,8,2,,
OH,34,57,GREENE,,9,2,,
OH,34,59,GUERNSEY,,8,2,,
OH,34,61,HAMILTON,,9,2,,
OH,34,63,HANCOCK,,8,2,,
OH,34,65,HARDIN,,8,2,,
OH,34,67,HARRISON,,8,2,,
OH,34,69,HENRY,,8,2,,
OH,34,71,HIGHLAND,,9,2,,
OH,34,73,HOCKING,,9,2,,
OH,34,75,HOLMES,,8,2,,
OH,34,77,HURON,,8,2,,
OH,34,79,JACKSON,,9,2,,
OH,34,81,JEFFERSON,,8,2,,
OH,34,83,KNOX,,8,2,,
OH,34,85,LAKE,,8,2,,
OH,34,87,LAWRENCE,,9,2,,
OH,34,89,LICKING,,8,2,,
OH,34,91,LOGAN,,8,2,,
OH,34,93,LORAIN,,8,2,,
OH,34,95,LUCAS,,8,2,,
OH,34,97,MADISON,,9,2,,
OH,34,99,MAHONING,,8,2,,
OH,34,101,MARION,,8,2,,
OH,34,103,MEDINA,,8,2,,
OH,34,105,MEIGS,,9,2,,
OH,34,107,MERCER,,8,2,,
OH,34,109,MIAMI,,8,2,,
OH,34,111,MONROE,,9,2,,
OH,34,113,MONTGOMERY,,9,2,,
OH,34,115,MORGAN,,9,2,,
OH,34,117,MORROW,,8,2,,
OH,34,119,MUSKINGUM,,8,2,,
OH,34,121,NOBLE,,9,2,,
OH,34,123,OTTAWA,,8,2,,
OH,34,125,PAULDING,,8,2,,
OH,34,127,PERRY,,9,2,,
OH,34,129,PICKAWAY,,9,2,,
OH,34,131,PIKE,,9,2,,
OH,34,133,PORTAGE,,8,2,,
OH,34,135,PREBLE,,9,2,,
OH,34,137,PUTNAM,,8,2,,
OH,34,139,RICHLAND,,8,2,,
OH,34,141,ROSS,,9,2,,
OH,34,143,SANDUSKY,,8,2,,
OH,34,145,SCIOTO,,9,2,,
OH,34,147,SENECA,,8,2,,
OH,34,149,SHELBY,,8,2,,
OH,34,151,STARK,,8,2,,
OH,34,153,SUMMIT,,8,2,,
OH,34,155,TRUMBULL,,8,2,,
OH,34,157,TUSCARAWAS,,8,2,,
OH,34,159,UNION,,8,2,,
OH,34,161,VAN WERT,,8,2,,
OH,34,163,VINTON,,9,2,,
OH,34,165,WARREN,,9,2,,
OH,34,167,WASHINGTON,,9,2,,
OH,34,169,WAYNE,,8,2,,
OH,34,171,WILLIAMS,,8,2,,
OH,34,173,WOOD,,8,2,,
OH,34,175,WYANDOT,,8,2,,
OK,35,1,ADAIR,T,16,5,TULSA,
OK,35,3,ALFALFA,T,16,5,TULSA,
OK,35,5,ATOKA,,16,5,,
OK,35,7,BEAVER,,16,5,,
OK,35,9,BECKHAM,,16,5,,
OK,35,11,BLAINE,T,16,5,TULSA,
OK,35,13,BRYAN,,16,5,,
OK,35,15,CADDO,,16,5,,
OK,35,17,CANADIAN,T,16,5,TULSA,
OK,35,19,CARTER,,16,5,,
OK,35,21,CHEROKEE,T,16,5,TULSA,
OK,35,23,CHOCTAW,,16,5,,
OK,35,25,CIMARRON,,16,5,,
OK,35,27,CLEVELAND,T,16,5,TULSA,
OK,35,29,COAL,,16,5,,
OK,35,31,COMANCHE,,16,5,,
OK,35,33,COTTON,,16,5,,
OK,35,35,CRAIG,T,16,5,TULSA,
OK,35,37,CREEK,T,16,5,TULSA,
OK,35,39,CUSTER,,16,5,,
OK,35,41,DELAWARE,T,16,5,TULSA,
OK,35,43,DEWEY,,16,5,,
OK,35,45,ELLIS,,16,5,,
OK,35,47,GARFIELD,T,16,5,TULSA,
OK,35,49,GARVIN,,16,5,,
OK,35,51,GRADY,,16,5,,
OK,35,53,GRANT,T,16,5,TULSA,
OK,35,55,GREER,,16,5,,
OK,35,57,HARMON,,16,5,,
OK,35,59,HOPPER,,16,5,,
OK,35,61,HASKELL,T,16,5,TULSA,
OK,35,63,HUGHES,T,16,5,TULSA,
OK,35,65,JACKSON,,16,5,,
OK,35,67,JEFFERSON,,16,5,,
OK,35,69,JOHNSTON,,16,5,,
OK,35,71,KAY,T,16,5,TULSA,
OK,35,73,KINGFISHER,T,16,5,TULSA,
OK,35,75,KIOWA,,16,5,,
OK,35,77,LATIMER,T,16,5,TULSA,
OK,35,79,LEFLORE,T,16,5,TULSA,
OK,35,81,LINCOLN,T,16,5,TULSA,
OK,35,83,LOGAN,T,16,5,TULSA,
OK,35,85,LOVE,,16,5,,
OK,35,87,MCCLAIN,T,16,5,TULSA,
OK,35,89,MCCURTAIN,,16,5,,
OK,35,91,MCINTOSH,T,16,5,TULSA,
OK,35,93,MAJOR,T,16,5,TULSA,
OK,35,95,MARSHALL,,16,5,,
OK,35,97,MAYES,T,16,5,TULSA,
OK,35,99,MURRAY,,16,5,,
OK,35,101,MUSKOGEE,T,16,5,TULSA,
OK,35,103,NOBLE,T,16,5,TULSA,
OK,35,105,NOWATA,T,16,5,TULSA,
OK,35,107,OKFUSKEE,T,16,5,TULSA,
OK,35,109,OKLAHOMA,T,16,5,TULSA,
OK,35,111,OKMULGEE,T,16,5,TULSA,
OK,35,113,OSAGE,T,16,5,TULSA,
OK,35,115,OTTAWA,T,16,5,TULSA,
OK,35,117,PAWNEE,T,16,5,TULSA,
OK,35,119,PAYNE,T,16,5,TULSA,
OK,35,121,PITTSBURG,T,16,5,,
OK,35,123,PONTOTOC,,16,5,,
OK,35,125,POTTAWATOMIE,T,16,5,TULSA,
OK,35,127,PUSHMATAHA,,16,5,,
OK,35,129,ROGER MILLS,,16,5,,
OK,35,131,ROGERS,T,16,5,TULSA,
OK,35,133,SEMINOLE,T,16,5,TULSA,
OK,35,135,SEQUOYAH,T,16,5,TULSA,
OK,35,137,STEPHENS,,16,5,,
OK,35,139,TEXAS,,16,5,,
OK,35,141,TILLMAN,,16,5,,
OK,35,143,TULSA,T,16,5,TULSA,
OK,35,145,WAGONER,T,16,5,TULSA,
OK,35,147,WASHINGTON,T,16,5,TULSA,
OK,35,149,WASHITA,,16,5,,
OK,35,151,WOODS,T,16,5,TULSA,
OK,35,153,WOODWARD,,16,5,,
OR,36,1,BAKER,,36,6,,
OR,36,3,BENTON,,36,6,,
OR,36,5,CLACKAMAS,,36,6,,
OR,36,7,CLATSOP,,36,6,,
OR,36,9,COLUMBIA,,36,6,,
OR,36,11,COOS,,36,6,,
OR,36,13,CROOK,,36,6,,
OR,36,15,CURRY,,36,6,,
OR,36,17,DESCHUTES,,36,6,,
OR,36,19,DOUGLAS,,36,6,,
OR,36,21,GILLIAM,,36,6,,
OR,36,23,GRANT,,36,6,,
OR,36,25,HARNEY,,36,6,,
OR,36,27,HOOD RIVER,,36,6,,
OR,36,29,JACKSON,,36,6,,
OR,36,31,JEFFERSON,,36,6,,
OR,36,33,JOSEPHINE,,36,6,,
OR,36,35,KLAMATH,,36,6,,
OR,36,37,LAKE,,36,6,,
OR,36,39,LANE,,36,6,,
OR,36,41,LINCOLN,,36,6,,
OR,36,43,LINN,,36,6,,
OR,36,45,MALHEUR,,36,6,,
OR,36,47,MARION,,36,6,,
OR,36,49,MORROW,,36,6,,
OR,36,51,MULTNOMAH,,36,6,,
OR,36,53,POLK,,36,6,,
OR,36,55,SHERMAN,,36,6,,
OR,36,57,TILLAMOOK,,36,6,,
OR,36,59,UMATILLA,,36,6,,
OR,36,61,UNION,,36,6,,
OR,36,63,WALLOWA,,36,6,,
OR,36,65,WASCO,,36,6,,
OR,36,67,WASHINGTON,,36,6,,
OR,36,69,WHEELER,,36,6,,
OR,36,71,YAMHILL,,36,6,,
PA,37,1,ADAMS,,4,1,,
PA,37,3,ALLEGHENY,,6,2,,
PA,37,5,ARMSTRONG,,6,2,,
PA,37,7,BEAVER,,6,2,,
PA,37,9,BEDFORD,,6,2,,
PA,37,11,BERKS,,4,1,,
PA,37,13,BLAIR,,6,2,,
PA,37,15,BRADFORD,,4,1,,
PA,37,17,BUCKS,,4,1,,
PA,37,19,BUTLER,,6,2,,
PA,37,21,CAMBRIA,,6,2,,
PA,37,23,CAMERON,,6,2,,
PA,37,25,CARBON,,4,1,,
PA,37,27,CENTRE,,6,2,,
PA,37,29,CHESTER,,4,1,,
PA,37,31,CLARION,,6,2,,
